GeneSymbol,rhythmicity_mm_Heart,rhythmicity_mm_Lung,rhythmicity_hs_Lung,GtexMeanTPMv8_hs_Muscle.Skeletal,GSE38718_gender_hs_sm,GSE123878_exercise_Mm_sm
KIF25,,,,0.412499,,
KIF25-AS1,,,,0.218539,0.0785677037064474,
KIF26A,0.0,1.10065,6.15478,1.15167,0.0552410407268789,0.348699789634283
KIF26B,0.00887452,4.99666,,0.0998727,0.19523044187394,0.106544848851137
KIF27,4.49612e-09,3.49183,3.56861,1.02659,,
KIF2A,9.3663,0.00296011,2.19117,2.06586,,0.0627139406597094
KIF2B,1.26671e-05,0.0,,0.043892,,
KIF2C,0.191835,8.59538e-09,,0.373289,,
KIF3A,0.688886,0.0,0.999074,1.42946,0.122186796366434,0.192805043528375
KIF3B,0.0,1.02083,0.120144,2.17704,0.100350986957676,0.21180204979991
KIF3C,3.0026e-09,6.2284,3.8411,1.07768,0.104507047540412,0.142379555381282
KIF4A,0.00316999,0.0,,0.0828088,,
KIF5A,0.000100374,2.6645e-08,,0.387707,0.014726643077914,0.359176042347232
KIF5B,0.0,0.0953882,0.7168,5.86698,0.146659489365693,0.172620590559133
KIF5C,1.48499e-07,4.13805,,0.642169,0.159214317855054,0.457900896024206
KIF6,9.43645e-05,1.327e-05,,0.0222381,0.0589755912850931,
KIF7,2.88308e-14,0.0234723,4.47644,1.14438,0.0164333394261087,0.179676744384398
KIF9,2.40898e-13,1.52479e-07,0.0129626,1.29986,0.190666842872045,
KIFAP3,8.6989e-13,1.05534,0.714211,3.66384,,0.123855001975817
KIFBP,,,0.324123,3.69575,,
KIFC1,8.64925e-15,0.295798,0.880046,0.231152,,
KIFC2,0.0945199,20.6472,1.191,2.16548,,0.001195041625854
KIFC3,3.96228,0.0534123,0.99585,1.54771,,0.230504337411234
KIN,0.051529,0.371423,1.25914,1.83719,0.103206057638542,0.115969594581155
KIR2DL4,,,,0.0468803,0.0974570880371073,
KIR3DL1,,,,0.0491167,0.0675324484834956,
KIR3DL3,0.0,0.0,,0.00662557,0.0362582629375483,
KIR3DX1,,,,0.023248,0.0734330725980161,
KIRREL1,3.82601e-12,0.0,0.351352,1.90869,,0.0198039100392202
KIRREL2,0.0,0.0586889,,0.0246799,,
KIRREL3,0.214797,3.15803,,0.0377636,0.0511111776922726,0.0006435072936762
KIRREL3-AS3,,,,0.00268512,0.0669114424625867,
KISS1R,0.960422,4.4531,,0.0197851,,
KIT,8.31452,0.288416,0.253356,0.904847,0.0526402726256956,0.634299270036042
KITLG,7.0963,2.36326,3.49955,1.71058,0.0630564584477211,0.100119918115378
KIZ,0.67063,0.0,10.1045,3.49431,0.138763743605937,0.0008159841794676
KL,2.42339e-13,6.11118e-12,0.197717,0.697815,0.0734892300172256,
KLB,1.72985e-14,1.38025,,0.106064,0.523855346724933,
KLC1,0.361981,8.0075e-07,0.271309,4.56725,0.071759999555649,0.0956869133058804
KLC2,3.7952,0.0,2.08503,4.83149,,0.106032231796875
KLC3,0.403435,0.0643409,,0.22509,0.104978141252292,
KLC4,0.0,0.00176092,8.52822,3.13512,0.084660988966978,0.21322053256189
KLF1,1.65422,3.28192,,0.321718,,
KLF10,1.35014e-09,0.964109,2.22493,6.6781,0.150800009584383,0.126522564378113
KLF11,0.0775547,13.4304,3.50063,3.27227,0.1175108491539,0.156281246291797
KLF12,8.89348,2.36573e-13,4.25299,2.0116,0.144557752193315,0.453221482639926
KLF13,10.7365,11.38,9.56334,4.5201,0.0788931494375746,0.0457225319958825
KLF14,2.30703e-06,6.34843e-08,,0.669777,0.0347466117154722,
KLF15,2.30692,17.6666,10.2386,5.71839,0.015576625934238,0.386381672663025
KLF16,,,5.73966,1.64055,,
KLF17,0.0,0.0,,0.0099215,0.030517895063694,
KLF2,7.3432,0.414108,2.59371,5.30409,0.0630805100778478,0.344722352354393
KLF3,9.40692,1.09493e-12,6.06393,3.47021,0.03335669096169,0.129715492182231
KLF3-AS1,,,6.11773,0.996958,0.025063292243289,
KLF4,1.83982e-07,1.98011,8.82927,4.22431,,0.242570440150908
KLF5,0.0,0.157136,0.595395,3.82922,,0.693907851154767
KLF6,1.26746,11.6535,2.50412,5.91411,0.43919965715451,0.232724674262113
KLF7,4.14412,8.24433,5.81645,2.02351,0.130782988761367,0.394116101407263
KLF8,0.0,7.48895,4.98802,1.85343,0.0759783343799172,
KLF9,18.2863,20.36,10.0634,6.76267,0.397118590984985,0.110477912013829
KLHDC1,1.25556,1.58527,9.22904,2.27076,0.0838867920603352,0.271069109504595
KLHDC10,0.0343891,0.022234,0.176722,4.18356,,0.142695746169346
KLHDC2,0.0,0.107607,17.7082,4.93474,,0.0616004534774147
KLHDC3,9.41963,11.9189,1.44389,6.87878,0.301328624395296,0.191963677457274
KLHDC4,0.00129289,0.0,0.0509786,2.46352,0.142440280465402,0.0798413430430323
KLHDC7A,1.00908e-14,0.0,,0.0104165,0.0214841144476945,0.143758877966311
KLHDC7B,0.0,0.463483,,0.03895,0.122150614850911,
KLHDC8A,26.344,6.33508,,0.0631262,0.159342044641901,1.84911340528536
KLHDC8B,0.167795,0.00169832,1.16152,4.83256,,0.0470017072014254
KLHDC9,3.06003e-10,0.0,0.170876,1.69737,0.0224405094399218,
KLHL1,0.0,0.21453,,0.0034158,,
KLHL10,0.0,2.69376e-09,,0.220302,0.0758985252525983,
KLHL11,0.000149655,0.0,,2.25621,,0.0063827488071947
KLHL12,0.0,0.391204,0.407459,3.65493,,0.0786794648090091
KLHL13,2.20044e-05,28.037,,0.84047,,0.579586183199729
KLHL14,1.77598e-12,0.0,,0.0363712,0.0058007845118197,
KLHL15,0.0,0.964335,0.815035,2.07398,,0.104184724170967
KLHL17,,,3.59088,1.82097,0.0376303053526685,0.107413128899895
KLHL18,0.412389,6.01002,0.0314829,3.07413,0.132451849125168,0.0956957189115535
KLHL2,0.0203259,2.32121,1.24583,2.24406,0.188041674846617,0.0473384072407503
KLHL20,0.0,0.0853861,5.38426,3.08771,,0.0041752066656218
KLHL21,13.43,18.6313,2.44635,6.60655,,0.405294114117916
KLHL22,0.169902,0.0,1.15966,3.50649,,0.140228516745787
KLHL23,0.0,1.422e-09,2.92714,2.33272,0.152030618291522,0.372042058641361
KLHL24,4.96333,2.89042,6.81312,4.82925,0.251150672632018,0.178952173942057
KLHL25,0.0,8.44969,0.135116,1.9826,,0.290478831605277
KLHL26,2.28702,0.0,5.87943,2.79339,0.14126530551001,0.147866716887492
KLHL28,2.59931e-11,0.229143,3.26729,2.05069,0.0035670863660213,0.136801135518043
KLHL29,0.053095,15.6772,1.13045,3.19165,0.0253862767805826,0.0174100417392849
KLHL3,0.0,0.377578,2.70138,1.12897,0.0417206236582834,
KLHL30,17.2111,6.72697e-07,,7.08291,,0.0533221590194098
KLHL30-AS1,,,,4.22895,0.0117865385929594,
KLHL31,0.432736,0.0,,4.80393,0.0230934696136127,0.113148047813401
KLHL32,8.57355,5.91167,,0.262029,0.0438831977152203,
KLHL34,0.0,0.898785,,3.71733,0.0269576368914475,0.516578185186159
KLHL35,0.0,2.85841e-05,,0.250713,0.10568014169508,
KLHL36,4.38287e-07,0.0,1.59887,2.31265,0.263685295869792,0.325199409522452
KLHL4,0.0,5.28946e-08,,0.160835,0.0539665865546328,0.379583605258503
KLHL40,0.0229767,2.22022,,8.45502,0.352038757532691,0.50262441176941
KLHL41,0.0,1.24976,0.103384,11.802,0.221548042941327,0.381726769549266
KLHL42,1.62354,0.0547901,0.758604,1.54168,,0.172881566650045
KLHL5,3.38324,6.96986,0.928932,2.06735,0.0293256825509731,0.0644388255527031
KLHL6,2.47795,1.36392,0.219918,0.298684,0.108813513758386,0.365339145658379
KLHL7,6.50617,14.2302,2.94928,2.55303,0.122875892699163,0.0296858783860731
KLHL8,0.0,7.87142e-06,0.072405,3.36888,0.0317490541391936,0.0815369740176102
KLHL9,2.27049,1.84934,0.0186175,2.29708,,0.0099784659062092
KLK1,,,,0.184576,0.217790366089258,
KLK10,3.80853e-06,0.0879737,3.59854,0.117405,0.0229446725238662,
KLK11,1.78846,0.0,0.518892,0.263252,,
KLK12,0.0,1.29899e-13,,0.0536623,,
KLK13,1.05709e-06,2.24238,,0.150972,0.13848150643703,
KLK14,1.44154e-15,0.0,,0.21155,,
KLK15,6.58079e-05,1.17323,,0.0148316,0.130068702186079,
KLK2,,,,0.103942,0.0567718597989755,
KLK3,1.53955,6.92084,,0.264796,0.0761173994811761,
KLK4,1.15996e-12,2.88308e-15,,0.0709456,0.0923669924141874,
KLK5,0.219631,3.36779e-06,,0.22309,,
KLK6,0.0,0.0202572,,0.0764426,0.0721375293449906,
KLK7,2.9803e-08,1.87561e-13,,0.166609,0.0710394407475858,
KLK8,5.70938e-06,0.0,,0.0762913,0.0311612907586456,0.20275100679635
KLKB1,6.36213e-10,8.58582e-07,,0.714633,,
KLRA1P,,,,0.940503,,
KLRB1,2.06015e-07,1.74229,5.9239,0.18883,0.112396051537992,
KLRC1,0.0,2.14761,,0.0477746,,
KLRD1,1.97552e-09,7.18986,1.18428,0.148678,,
KLRF1,,,12.0597,0.254639,,
KLRG1,0.0,0.0211298,,0.742199,,
KLRG2,0.0,0.0,,0.0879849,0.08941266803334,
KMO,0.591343,5.59554,0.299291,0.033228,0.0261608556645592,
KMT2A,7.67959,0.0518634,2.89214,2.61937,0.0355682968462743,0.0514182072641031
KMT2B,1.9887e-05,12.6175,,4.15128,0.146832769680226,0.0578508065253636
KMT2C,0.0220359,0.0,4.87299,3.88464,0.171235054998007,0.0989296189004546
KMT2D,2.78557e-09,0.385152,2.96146,3.93335,0.157654396512102,0.0154307490968939
KMT2E,4.74278,13.8253,5.39058,3.7685,0.0030596158719591,0.236477051196055
KMT5A,0.591091,7.58751,1.92736,3.62953,,0.240212187629113
KMT5B,3.21981e-07,7.65812e-09,6.61866,3.21433,0.0005193474753868,0.0163920165630281
KMT5C,0.0,0.0,1.60421,1.89863,0.136197376750563,0.101869507615817
KNCN,0.0,0.0202601,,0.00568325,0.0051889470382056,
KNDC1,0.0,0.0,2.07525,0.0549234,0.041588051626563,
KNG1,1.86338,0.223328,,0.0258799,0.0690113182085383,
KNL1,2.69022,0.0,,0.0463412,0.0870977051905562,
KNOP1,0.0,0.0589301,1.84247,1.83023,0.0311328754121041,0.109211337302196
KNSTRN,2.01806e-07,0.0203064,0.741947,2.95549,,
KNTC1,0.0,1.19427e-11,0.843649,0.865529,,
KPNA1,0.0,4.06464,0.478275,5.30263,0.247490101179032,0.0985466086409596
KPNA2,7.65889,0.826577,7.26488,3.28592,0.140237364479767,0.311390910730198
KPNA3,8.94123,9.80518,0.187667,6.43787,,0.132252958074128
KPNA4,0.0,4.80399,0.844566,5.74336,0.0512800118555106,0.0365866718397365
KPNA5,,,7.92201,1.78103,,
KPNA6,0.16519,1.44154e-14,1.63265,5.14537,,0.0068946574099632
KPNB1,8.13093e-08,0.0209173,2.25611,5.74344,0.0243232929687114,0.0026135249558144
KPTN,8.35853e-06,0.0,0.228217,2.66736,,0.153847282156353
KRAS,0.0,0.0154829,0.213143,2.7334,0.017269348579771,0.123952320670269
KRBA1,0.0265442,0.109166,4.23839,2.19063,,0.267308296368772
KRBOX4,,,5.3877,2.04397,,
KRCC1,0.0,0.233582,2.17335,4.68306,,0.0880552738457205
KREMEN1,0.00659142,2.43941,0.438817,3.74499,0.241770529091288,0.491105190960224
KREMEN2,0.0,2.82423e-09,,0.155482,,
KRI1,0.0,0.0,5.71539,4.4963,0.0034445535011471,0.0045676577692801
KRIT1,0.0,2.88308e-15,4.32022,3.4781,0.158574395885063,0.0252671112119713
KRR1,0.0,0.00296037,0.03598,3.1848,0.0500232307335753,0.111422186563033
KRT1,0.0,3.09364e-10,0.469919,2.85443,0.0033811855289083,
KRT10,,,0.249684,4.32341,,
KRT12,0.503671,4.30256e-06,,0.0176462,,
KRT13,0.852109,0.980571,0.994179,2.62306,,
KRT14,0.0,0.0,,2.15638,,
KRT15,0.0,6.70921e-07,0.0579269,0.365347,0.0397325359043834,
KRT16,1.5857e-14,0.0,,0.461207,,
KRT17,0.0,4.45992e-09,0.314233,0.755673,0.161019341854753,
KRT18,0.0211959,10.6342,2.39473,1.21339,,
KRT19,0.0201908,6.35065,0.343125,1.00334,,
KRT2,,,,1.71937,,
KRT20,0.80694,1.95464e-09,,0.0604441,,
KRT222,0.0,0.635378,,0.10807,0.0628185167352564,0.316123537407072
KRT23,2.8565e-12,21.7539,,0.208769,0.0607072593569256,
KRT24,2.65479,3.21784e-13,,0.0596476,,
KRT25,0.0,2.18459e-09,,0.0780947,,
KRT27,0.0,1.99688,,0.0474363,0.0365228545184189,
KRT3,,,,0.0212738,,
KRT31,0.317964,2.86385,,2.17036,,
KRT32,0.0,0.113055,,0.126747,,
KRT33A,,,,0.0292635,,
KRT33B,,,,0.0430657,,
KRT34,0.0982809,9.69102e-10,,0.0401508,,
KRT35,4.35228e-06,0.640724,,0.0580827,0.0780365125692981,
KRT36,0.5665,8.14954e-06,,0.0198698,0.0121339825669047,
KRT38,,,,0.0343471,,
KRT4,2.02943e-10,0.0956553,0.883174,2.40211,0.0854172595790716,
KRT40,9.07813e-06,1.80426e-08,,0.0116775,0.169672796606618,
KRT5,2.13345e-09,1.5857e-14,0.712928,2.01492,,
KRT6A,,,0.0190307,1.39211,0.0345094088668971,
KRT6B,1.09781e-12,4.73883e-05,,0.312306,0.0126960809531007,
KRT7,0.218829,15.6814,0.538808,0.931408,0.0689308318248005,
KRT71,1.44154e-14,0.241981,,0.0562049,0.082855809088568,
KRT72,0.213821,0.10004,,0.0564397,0.05241298254579,
KRT73,0.0,0.0,,0.0385709,0.0240332643094403,
KRT75,0.000670522,0.512146,,0.0507799,,
KRT76,0.0,2.59478e-14,,0.0144427,,
KRT77,3.45538e-08,0.70293,,0.186764,,
KRT78,0.0,1.09716e-07,,0.222576,0.163029669051051,
KRT79,0.0225047,3.20838,,0.0551796,0.0483173771359535,
KRT8,0.0,0.288161,2.15919,0.43329,0.14727019477753,
KRT80,0.000111364,20.3211,0.332752,1.2634,0.0775030774267758,0.818012458408277
KRT81,,,,0.249332,0.0026621517374794,
KRT82,0.0,2.51576e-05,,0.0142644,,
KRT83,,,,0.039863,,
KRT85,,,,0.129934,,
KRT86,2.31327,1.49005e-10,,0.389967,0.0907415843286445,
KRT9,,,,0.0130297,,
KRTAP1-1,1.87833e-12,3.36839e-10,,0.0452962,,
KRTAP11-1,0.0,1.55735,,0.107718,0.100050957603099,
KRTAP1-3,0.0544474,3.04215e-06,,0.0549787,0.0260825961978064,
KRTAP13-1,4.32463e-15,0.291424,,0.0135574,0.028002145725829,
KRTAP1-5,0.0,2.27138e-06,,0.0398302,,
KRTAP17-1,,,,0.0191107,,
KRTAP19-1,,,,0.0764915,0.0700989470589755,
KRTAP2-1,0.0,2.62713e-12,,0.0159086,0.0744677957197992,
KRTAP2-3,0.0,2.62713e-12,,0.0275866,0.0305217824733681,
KRTAP2-4,0.0,2.62713e-12,,0.016898,,
KRTAP3-1,0.0,0.68271,,0.096975,,
KRTAP3-2,,,,0.0583025,,
KRTAP3-3,0.0,2.03598e-05,,0.0626274,,
KRTAP4-1,,,,0.0187588,,
KRTAP4-12,,,,0.023428,,
KRTAP4-2,,,,0.0160233,,
KRTAP4-3,3.08223e-06,3.16771,,0.0131595,,
KRTAP4-4,,,,0.0151401,,
KRTAP4-5,,,,0.0124917,,
KRTAP4-8,0.0,0.149162,,0.0228868,,
KRTAP4-9,5.11545e-05,9.62787e-10,,0.0390551,,
KRTAP5-8,,,,0.168744,,
KRTAP5-9,,,,0.46459,0.0822867385386195,
KRTAP5-AS1,,,,0.353138,0.127230895491852,
KRTAP7-1,0.0,0.0,,0.0104537,0.0469461760465419,
KRTAP8-1,,,,0.0234066,0.0177972862629199,
KRTCAP2,0.352398,0.0,1.394,4.11442,0.157205234310778,0.188474769288621
KRTCAP3,7.83471e-06,3.07555,0.038041,1.16756,0.200664966222541,0.189854746445925
KRTDAP,0.0,3.04639e-11,,1.62007,0.104210973800426,
KSR1,0.0,0.0,1.78764,3.89467,0.118245549007122,0.207711118451889
KSR2,0.0,8.14263e-12,,0.0286056,0.117030282245696,
KTI12,0.0,3.2844e-10,0.676423,2.32389,,0.146545360001565
KTN1,,,0.442561,7.16043,0.0375420635828352,
KXD1,1.16856,0.150351,0.14913,4.80924,0.0741465625497639,0.0280157361222547
KY,0.465901,5.60255e-10,,1.51567,0.0266148911984438,0.315523575425345
KYAT1,3.45074e-10,4.39618,1.3296,2.48655,0.0177811863219084,0.19724512394335
KYAT3,0.802558,3.53693,1.30001,3.1192,,0.101841099001076
KYNU,0.0512478,3.88611e-05,2.51452,0.0450918,,
L1CAM,1.6331,0.0,,0.659288,,0.146002125538996
L1TD1,,,,0.0514169,,
L2HGDH,0.0,6.07084,,2.52334,,0.116851915987802
L3HYPDH,0.0,9.00956e-06,0.861019,2.48136,,0.097787327576261
L3MBTL1,2.08671e-11,0.109071,7.65958,2.08175,0.142385501175691,
L3MBTL2,6.04821e-11,1.3244,0.761694,3.60374,0.0928579464579382,0.0036876122186526
L3MBTL3,4.22884,15.4804,1.72101,1.35436,0.0711198383740519,0.257411979199791
L3MBTL4,9.65131e-07,3.39083e-13,5.5267,0.30948,0.02636180183758,
LACC1,1.874e-14,2.67709,0.661444,1.19115,0.0196805907419288,0.394516701397883
LACTB,4.99188e-09,0.000169395,4.39635,4.35414,0.13801905111034,0.105867779663144
LACTB2,5.85485,7.91275e-11,0.5864,3.31593,0.0896634716906322,0.12335937440077
LAD1,9.68763e-07,6.2755,0.757523,2.03139,0.0349804407414798,
LAG3,2.88308e-15,2.73863,1.44832,0.330762,,
LAGE3,,,2.29709,4.24854,0.0584053663259878,
LAIR1,1.00137e-07,3.49492e-11,1.81278,0.606989,,
LAIR2,,,,0.0304034,,
LALBA,0.127567,0.0,,0.0118372,,
LAMA1,0.0,5.09546,,0.119639,,
LAMA2,0.89935,18.6213,3.40647,4.39554,0.242194356966197,0.147440912095437
LAMA3,1.60851,1.28538,3.09103,1.07412,0.0391281904134826,0.0359873157547519
LAMA4,5.7948,1.12892,0.91438,2.39603,0.715249390307966,0.132141304613689
LAMA5,12.1959,17.8484,0.22778,3.76421,0.107152139096187,0.0401975600308892
LAMB1,12.512,8.71475,0.777435,4.24759,0.558203863900109,0.205795443939799
LAMB2,6.47358,1.95168,5.73935,5.78647,0.0137379872482608,0.00613209630728
LAMB3,14.1562,10.0827,0.403517,1.54999,,0.947735588181187
LAMB4,,,,0.0815668,0.0222785567238155,
LAMC1,0.0,0.0,0.750777,5.48162,,0.0430198342450508
LAMC2,1.5899e-08,0.594968,0.484667,1.2096,0.0141024927806717,0.276420444960068
LAMC3,0.0247384,0.0981189,0.816281,0.348888,,0.339442642058673
LAMP1,0.615387,6.45318,0.276621,5.93828,0.0302547581001349,0.0815073964085138
LAMP2,2.3423,1.22706,0.727362,5.58691,,0.0844616942926514
LAMP3,4.66053e-10,2.27685,1.35426,0.0635637,,
LAMP5,0.0951359,1.0374,,0.121635,,
LAMTOR1,3.92855,0.0,0.938622,5.4929,0.0769043747528002,0.0686658417242076
LAMTOR2,7.53814e-12,0.0,2.91504,4.70762,,0.288304767526125
LAMTOR3,0.849465,9.36787,0.168759,3.32956,0.0043632602538457,0.0115539801164087
LAMTOR4,0.288293,12.3119,0.125022,5.30081,0.0643642497688521,0.126091450200284
LAMTOR5,0.676366,0.831344,5.27677,6.30489,0.0582398043300483,0.166031016577465
LANCL1,0.0,3.89292,5.18447,4.2956,0.0457957136590004,0.0112975849542321
LANCL2,1.10251,1.61613e-13,0.243335,2.72433,,0.0100702325407263
LANCL3,0.0,1.69801,,0.176111,0.055151715287777,
LAP3,0.0,4.32463e-15,5.71903,5.12402,,0.0734612823232924
LAPTM4A,5.58592e-05,2.1848,0.890632,6.60071,,0.103018131020909
LAPTM4B,2.25781,15.7948,2.27328,5.78404,0.08625674868955,0.306004862245468
LAPTM5,0.0844613,5.54088,0.281746,2.45228,,0.207577607156611
LARGE1,5.7117,8.07735,1.79494,4.0283,,0.337143647165667
LARGE2,7.28256e-07,9.41314,0.460306,0.0933825,,
LARP1,9.79324,4.32463e-15,0.291806,5.65112,0.151785267120562,0.191344936392218
LARP1B,,,0.771163,2.6035,0.0166997081763673,
LARP4,3.47777e-11,0.00795748,0.458039,4.18025,0.167420862400339,0.100820931452931
LARP4B,11.8791,0.0,0.909482,4.21496,0.163295964644567,0.064096318023072
LARP6,4.16956,0.0,0.532703,2.63634,0.0642732876563139,0.0453128882004089
LARP7,0.470821,0.0,0.137146,4.2853,0.0634474212268481,0.1995271491224
LARS1,2.73893e-14,4.10163,2.05141,5.55877,,0.0978705355450291
LARS2,0.00703305,3.26881,0.462826,2.67649,,0.0664414760272432
LAS1L,0.0,1.56924,2.94286,3.39808,0.0446770145748649,0.113056969491245
LASP1,20.2392,5.81808,1.11636,3.07674,,0.0992341856285568
LAT,4.38189e-08,5.07844,0.578303,1.74658,,
LAT2,2.72126e-09,5.91152,2.55796,1.52568,0.0487498541450186,0.051900359336541
LATS1,0.0,1.9793e-09,1.4447,2.59756,0.0273044171347134,0.143164926262512
LATS2,1.74726e-06,2.33464,5.21648,3.9949,0.0979897942713164,0.063083030323912
LAX1,0.0,3.29625,0.183434,0.0896541,,
LAYN,10.1838,3.71715,0.708681,1.8843,0.133873127822301,0.115845265293103
LBH,15.5678,4.34012,4.87121,3.07357,,0.260247177808467
LBHD1,1.35617e-12,0.293359,5.2458,0.960649,,
LBP,0.0,12.0363,,4.32675,0.485572109826524,0.0647769816700984
LBR,0.0,0.562959,1.98989,2.91132,,0.0566055275961679
LBX1,2.1495e-13,0.0,,3.52929,,0.1763266731896
LBX2,2.91173e-07,1.05033,,0.206741,,
LBX2-AS1,,,2.33808,1.24928,0.0560015202788708,
LCA5,4.1616e-11,1.89659,0.330367,0.881142,0.120406727985016,0.812988859845722
LCA5L,0.0,4.35666e-13,,0.947773,,0.422901491591915
LCAT,0.0,0.000161068,6.1112,3.29476,0.142568422982549,
LCE1E,,,,0.0243815,,
LCE2B,,,,0.43131,,
LCE3D,,,,0.0685208,,
LCK,2.92179e-08,1.14397,3.02908,0.344868,0.051227447276708,
LCLAT1,5.81346,16.4218,2.0304,1.27167,,0.0702249689623569
LCMT1,5.76617e-15,0.714475,0.50907,4.66469,,0.167209644186833
LCMT2,7.69134,1.91572,1.06267,1.33397,,0.2916881537519
LCN1,,,,0.0230334,,
LCN12,1.51522e-13,0.0,,0.247784,0.0094211557884018,
LCN15,3.45522e-08,0.0,,0.455653,0.01423616260983,
LCN2,0.000636066,11.1703,2.88224,0.652526,,0.406916938381036
LCN6,1.56864e-08,0.473182,1.29158,1.93529,,
LCN8,0.0,3.59264e-13,,0.837401,0.0194251711201279,
LCOR,0.0,0.492659,1.82822,1.57609,,0.169092692845214
LCORL,1.09197e-11,2.91361,0.773231,0.948606,0.0005091240658758,0.0535888357246016
LCP1,0.0219279,4.19018,4.12449,1.6433,,0.46209825479272
LCP2,0.499256,10.3522,0.721309,1.24007,0.0229721597100339,0.666529304751974
LCT,1.5155e-05,3.87303e-06,,0.0170879,,
LCTL,9.80249e-14,0.0,,0.050447,0.0019985366637564,
LDAH,2.00407e-07,0.0,1.34861,0.703464,0.077251545256189,0.111269009738308
LDB1,2.34433,17.9806,9.9625,4.74287,0.127727355925399,0.130506327785932
LDB2,9.32975,8.68417,1.13837,2.74046,,0.0294441464417631
LDB3,3.74801e-14,0.480684,17.8149,8.87479,0.0560830746817462,0.161484133161149
LDHA,2.24624,6.65108,8.04612,8.59723,,0.234151809265701
LDHAL6A,,,,0.0956705,0.0156838164758337,
LDHAL6B,1.93953,0.618214,,0.161921,,
LDHB,2.43656,13.5661,0.908372,7.20755,0.538119875112052,0.779360069956946
LDHC,3.98703e-11,1.63887e-12,,0.506497,,
LDHD,0.0,0.00115438,4.95729,5.69277,,0.304840979552877
LDLR,13.8147,2.74852,0.486609,1.75531,0.248504734732961,0.398353513084002
LDLRAD3,0.0,1.02016e-05,5.8284,2.3848,0.184012097495884,0.426666350902645
LDLRAD4,1.14609,0.387553,6.0125,1.15085,,0.717290182904442
LDLRAP1,0.0,0.183373,5.16089,2.93857,,0.271779183275725
LDOC1,0.0755681,0.268225,5.29187,2.50611,,
LEAP2,0.505562,1.17148,5.26323,1.47009,0.273582670757846,
LECT2,9.37002e-14,0.509154,,0.0072247,,
LEF1,0.0211173,1.31402,0.0587234,0.118237,,
LEFTY1,9.90803e-06,3.53617e-06,,0.436935,,0.252729244231625
LEFTY2,0.000806552,0.490868,19.8492,0.558849,0.0165201499755909,
LEKR1,4.18932,8.23199,,0.0745526,0.0512284598803148,
LELP1,,,,0.343347,0.0131429690252038,
LEMD1,,,,0.0335528,0.0222759307436653,
LEMD2,2.67669,0.0231607,0.0849494,4.0979,0.0585216331544576,0.193123656034615
LEMD3,1.77912e-09,0.0205394,0.348245,3.13713,0.0004177372197888,0.170199082413218
LENG1,0.491577,0.768552,0.781086,4.02957,0.0691687313432396,0.190790291014467
LENG8,0.555349,1.26103,6.19019,6.09695,0.050124898375393,0.0753554444826272
LENG9,5.10839,1.13813,,1.6148,0.0338589428710057,0.0910718757503793
LEO1,28.195,32.3698,3.63727,3.37993,0.379745375868777,0.007602146523331
LEP,2.5329e-09,0.0,,0.764183,,1.44302546480301
LEPR,0.769754,17.5629,7.65256,0.969236,0.151090707098724,0.284283955331831
LEPROT,2.03295e-09,1.2248e-08,8.26272,4.06799,0.111927519846486,0.260358793022649
LEPROTL1,0.104672,6.72954e-09,0.83526,2.61167,,0.0248022779676462
LETM1,0.567854,6.76788,5.56855,4.08907,,0.22211739537723
LETM2,7.86913,1.05579,,0.180349,0.0333895009047098,0.0206546681536342
LETMD1,5.78862,1.39365e-12,6.66134,3.76478,,0.0955008680366554
LEXM,0.0,6.25461e-09,,0.0824758,0.0832946494909765,
LFNG,1.61351,6.14225,0.679836,1.02678,0.184660260787953,0.0398168716425876
LGALS1,0.000791592,10.4207,0.560823,8.75427,,0.29961308017759
LGALS12,0.85668,2.11542,,0.411834,,0.890085046216562
LGALS13,,,,0.00379024,,
LGALS14,,,,0.0217717,,
LGALS2,8.34071e-06,7.25877,,0.152765,,
LGALS3,2.42548e-09,2.42123,3.49866,5.52078,0.161661170790669,0.284738555406278
LGALS3BP,1.87227,7.48945,0.880764,3.84146,,0.0310361506619785
LGALS4,1.97651e-13,0.0,,1.17211,,
LGALS8,2.30209,10.9663,0.110149,2.54523,0.279160389610609,0.0482445805806868
LGALS8-AS1,,,,0.0974317,,
LGALS9,,,4.63967,1.81785,,
LGALSL,15.3702,8.77565,0.397761,4.01897,,0.209192785736582
LGI1,0.169278,0.0544114,,0.635094,,
LGI2,0.0209272,9.93018,,0.272746,,0.391663099597601
LGI3,0.0,3.44881,3.74691,0.258448,,
LGI4,0.0,2.47439e-05,5.63354,4.65663,,0.0843030261701381
LGMN,2.97112,5.52621,0.580551,4.9177,,0.474041492509197
LGR4,0.0,0.165537,2.32194,3.12316,0.0229008411120399,0.102243582831247
LGR5,0.0,0.0436383,,4.49655,0.330573519966029,
LGR6,16.9613,14.8124,15.9417,0.339295,,0.652184714833582
LGSN,0.0,0.156576,,0.0160399,,
LHB,1.15607,1.29739e-14,,0.377812,0.0304018859721964,
LHCGR,0.133181,0.0,,0.0372988,,
LHFPL1,1.38413,0.0374888,,0.102179,,
LHFPL2,3.08259,3.56059,2.80141,1.37066,,0.184701512352081
LHFPL3,1.24133e-13,0.0,,0.0121807,,
LHFPL4,0.0,1.49891e-07,,0.0304444,,0.0376590933509502
LHFPL5,0.0,0.545828,,0.010243,0.039592052931928,
