GeneSymbol,rhythmicity_mm_Heart,rhythmicity_mm_Lung,rhythmicity_hs_Lung,GtexMeanTPMv8_hs_Muscle.Skeletal,GSE38718_gender_hs_sm,GSE123878_exercise_Mm_sm
ATG9A,5.78235,2.69912,3.97285,6.51813,0.0779098700024017,0.164987788423028
ATG9B,0.0,4.58084e-09,,0.229754,0.148668522560903,
ATIC,0.0,7.81112,4.49241,5.12229,,0.0149458365668433
ATL1,1.42873e-13,8.8987,0.167256,0.762825,,0.0907609251183317
ATL2,3.08747e-07,1.01853,4.74477,4.95876,0.308038108999401,0.306871594206485
ATL3,0.0,0.907375,0.0662731,2.6993,0.533059099623355,0.0389283769743102
ATM,1.07761e-09,0.0,2.6902,1.73576,0.0221927265072441,0.0582102107583827
ATMIN,0.0,1.70134,0.383105,4.02377,0.203496666782518,0.106955959111317
ATN1,0.0,0.0,2.14817,6.1755,0.0030927020277697,0.196833955366176
ATOH1,0.0,2.07372e-10,,0.00599999,,
ATOH7,1.2303e-07,1.64069e-05,,0.0951173,0.0871172223734367,
ATOH8,0.00505829,1.4765,5.65815,4.92532,,0.062378621490733
ATOX1,7.23439e-10,11.1799,4.3127,2.13876,0.236436439952679,0.0848422663477155
ATP10A,0.0630468,0.098131,0.177921,0.537219,0.190854325340358,0.550212742855321
ATP10B,0.0,0.0,,0.0306681,,
ATP10D,,,1.08104,1.21701,,
ATP11A,3.68214,0.0,8.33914,2.9619,0.241490390366776,0.0961773049916579
ATP11B,1.15323e-14,1.39822e-07,5.61155,2.73227,0.0231750760379463,0.03716107929542
ATP11C,0.0,0.022213,1.39093,1.61025,,0.120980371512161
ATP12A,0.0,1.71434,,0.0122167,,
ATP13A1,0.00369002,3.74676,1.49115,4.16657,0.0480436955848385,0.0611209414311104
ATP13A2,8.00363e-09,2.14122,3.3291,3.67944,0.0385665991529178,0.0862559127195149
ATP13A3,0.0,0.263258,0.03365,3.25842,,0.0006955122497502
ATP13A4,0.0,12.0432,0.0167542,0.350757,0.0668132828631953,
ATP13A5,0.0337093,0.0,,0.135869,0.0699459922403021,1.03765388892085
ATP1A1,0.00709669,12.062,1.19623,6.14275,,0.254206802135525
ATP1A1-AS1,,,4.92,0.949383,,
ATP1A2,0.00127502,12.3152,7.14779,9.36283,,0.348963880389492
ATP1A3,0.0,2.6448,,0.21984,0.0063334956694824,
ATP1A4,0.0,0.0215279,,1.07604,0.0476054307526428,
ATP1B1,3.80496e-09,7.33848,0.34442,7.82973,0.404214395247118,0.499680700434365
ATP1B2,0.0,3.48402e-05,3.65257,1.81697,,0.269752147902318
ATP1B3,0.0,1.88151,1.42562,4.37019,0.157475603165904,0.0440090513427946
ATP1B4,9.47846e-12,0.291051,,4.24113,0.152530761486076,1.39473491804806
ATP23,0.0,0.0946701,2.49919,3.53076,0.0611315747777255,0.290134769247299
ATP2A1,9.20367e-11,5.70863e-09,,10.633,,0.248697369618215
ATP2A2,0.0,2.88702,0.418447,10.0494,0.022083905534684,1.05355363877144
ATP2A3,0.0,30.5875,1.10684,1.23066,0.0368093633900495,0.0122959216370726
ATP2B1,0.227133,7.95729,0.869316,3.55673,,0.0097150734669763
ATP2B2,0.161521,18.4302,,2.42069,0.385473223692752,
ATP2B3,0.0,1.92642e-09,,0.0402778,0.0910077895445029,0.326995870773616
ATP2B4,1.43617,13.4454,0.840319,3.04533,,0.177503413487374
ATP2C1,0.653742,7.84489,1.66827,3.63408,,0.0077072770101478
ATP2C2,1.40497,0.0,0.0790797,0.0775689,0.0191548340688157,
ATP4A,0.0,1.40606e-09,,0.074865,,
ATP4B,0.860762,0.0219737,,0.0609541,0.193608977484653,
ATP5F1A,4.05256,0.247654,0.801733,8.11498,0.0012481682103735,0.0816008863853489
ATP5F1B,0.0,0.0,5.65362,10.1249,,0.123123189795754
ATP5F1C,0.0,0.00653543,0.240752,7.67418,0.134015935616763,0.023406894767128
ATP5F1D,0.150393,3.10287,0.144877,8.66772,,0.12026071073038
ATP5F1E,,,3.16508,6.14821,0.0155567563833512,
ATP5IF1,4.56786,20.0049,5.94024,6.03065,0.0295875723222405,0.129340933877247
ATP5MC1,0.51791,5.41521,6.40143,7.50902,0.155688200868871,0.0804258597360997
ATP5MC2,0.000441452,4.18845,0.207869,7.85792,,0.0760189974895905
ATP5MC3,1.69796,2.14234,6.5257,6.37505,0.0886515793621276,0.280990549505446
ATP5MD,0.114084,0.0,1.63245,7.55718,,0.133241749395445
ATP5ME,,,2.86102,7.96104,,
ATP5MF,2.7551,2.37941,3.71896,6.79862,,0.0858742186682507
ATP5MG,2.59478e-14,3.95936,0.00171785,6.54408,,0.139632077531372
ATP5MPL,0.0,5.17547,2.21964,5.78856,0.0469118288304955,0.0787969925111485
ATP5PB,0.0,0.0,2.63659,6.8554,0.048677538647639,0.112385724152668
ATP5PD,1.39141e-08,1.01068e-13,6.84973,8.51973,0.0344845042917203,0.135479449819794
ATP5PF,0.0,4.52967,2.21016,7.82491,0.0318766892572899,0.0059760776346944
ATP5PO,2.0302,11.429,0.425231,8.18436,0.0282404617044181,0.0274769716409375
ATP6AP1,0.57692,7.45573,2.49994,4.4497,,0.0994595400957535
ATP6AP1L,,,,1.00287,,
ATP6AP2,0.0,0.887144,0.121818,3.67912,,0.0510694175300248
ATP6V0A1,0.000483596,4.43639,1.89842,5.74859,0.335789271540242,0.11200297583479
ATP6V0A2,0.624319,1.78975,1.71404,2.2155,0.0598244864118165,0.0351883211831662
ATP6V0A4,1.44154e-14,0.0,,0.027842,,0.0754979213598856
ATP6V0B,0.0225561,4.1903,7.9435,5.52794,,0.138087215919489
ATP6V0D1,3.27936,2.69045,5.64811,6.14194,,0.0999691118591021
ATP6V0D2,0.00183484,1.62773,,0.0102295,0.158367557808996,
ATP6V0E1,0.412703,6.37497,2.4984,6.4577,0.117641011160996,0.110262609605895
ATP6V0E2,6.77525e-14,0.0,0.15061,2.89291,0.0210746859709534,0.104863536325596
ATP6V0E2-AS1,,,,0.989257,,
ATP6V1A,1.97582,7.15135,0.449886,2.85469,0.256096365945434,0.0711302825271177
ATP6V1B1,0.0,10.7425,,0.398826,0.0153326740184094,
ATP6V1B2,1.73186,1.52024,2.2345,5.4951,,0.0042397080537994
ATP6V1C1,0.0,3.18253,2.73706,3.20774,,0.0444948984679541
ATP6V1C2,0.0208761,27.3608,0.226484,0.598816,0.0577924347815446,
ATP6V1D,0.00625568,12.7384,2.84947,4.46628,0.0714504243070597,0.0602845657199109
ATP6V1E1,3.20473,2.71839,0.20772,7.0406,,0.0647677827914474
ATP6V1E2,2.10785e-12,0.0173706,,1.29377,0.0084563454004325,
ATP6V1F,0.827751,0.466325,3.19999,6.56882,,0.138134303746723
ATP6V1G1,0.292716,3.21033,0.630279,6.27631,0.179475466027668,0.287764519958185
ATP6V1G2,2.85161e-08,3.09459,1.11467,1.18576,0.0884909554979521,0.0124772678965448
ATP6V1G3,3.06424e-12,0.0,,0.000910605,0.0347362344853623,
ATP6V1H,2.33247,1.09974e-06,0.403963,4.28277,,0.106774626675404
ATP7A,1.2405,0.739629,5.2547,1.43422,0.0832059728194601,0.025791389630074
ATP7B,0.0,25.7111,4.43398,1.024,0.0326940477071349,
ATP8A1,1.09885e-07,18.092,2.48336,3.72864,0.105400158033244,0.41106157794883
ATP8A2,0.0,0.0,,0.091533,0.0343448652016245,0.49536666978107
ATP8B1,0.476965,1.49659,2.16619,1.31297,0.348823088214609,0.436590202688158
ATP8B2,1.15746,7.78274,0.016938,1.88713,0.085070882627444,0.353547450572327
ATP8B3,1.3735e-07,1.51615e-06,,0.163844,0.113823607130702,
ATP8B4,4.06026,2.07741,0.493091,0.540974,,
ATP9A,0.0,9.3348,8.24576,3.88238,0.0432167397134027,0.259863620920822
ATP9B,0.0308178,0.592626,3.04676,2.65056,0.123814346135809,0.110196515671442
ATPAF1,0.0,0.0,1.99357,5.72019,0.342142326499239,0.0626153603159732
ATPAF2,0.0,0.0,0.174375,2.97544,0.133023895435117,0.0114910956769542
ATPSCKMT,0.255839,5.93795,2.20075,2.30337,,0.175791118314699
ATR,2.26853,2.82327e-08,0.35815,1.96387,,0.242640300793578
ATRAID,15.4063,7.90639,1.96723,6.40064,0.0015796429098742,0.0740718208697231
ATRIP,0.00296185,0.697024,0.735856,2.5038,0.0027103089548461,0.0263765294475667
ATRN,0.0,3.07263,2.37431,3.24962,,0.0857858809808063
ATRNL1,0.0332232,1.80485,,0.938133,0.395179095207044,0.380257686142993
ATRX,0.0,1.8394,2.19537,3.2394,,0.0183397881872864
ATXN1,3.45284,14.1084,0.0250489,3.10743,0.0149583114020544,0.116373670129116
ATXN10,2.15101,0.0,3.11156,5.0146,,0.150187922791633
ATXN1L,0.0,2.20934e-11,6.49037,3.32707,,0.0928632281196983
ATXN2,21.612,0.0202969,0.690456,3.49215,,0.0697264338495169
ATXN2L,5.44676e-07,0.0,1.33119,5.28822,,0.0706244159848309
ATXN3,0.0,3.22794,4.93513,0.923204,0.313441946977095,0.043953379190609
ATXN3L,,,,0.00115791,0.0816619296455303,
ATXN7,1.06967,19.931,3.85367,2.9871,0.0753078279789072,0.071702696573854
ATXN7L1,0.295867,9.36404,7.30161,0.896982,0.0253639906206136,0.120672760832302
ATXN7L2,0.0,1.80374e-10,1.6172,4.24921,0.0612764119289424,0.0068618349091689
ATXN7L3,0.677169,0.434742,1.0007,3.99393,0.177540955408875,0.0239758674252366
ATXN7L3B,2.41791e-05,2.03685,0.194234,4.00389,,0.0581851683136418
AUH,5.63288,3.54718,4.87524,3.61707,0.222588270383183,0.141140462923512
AUNIP,3.25692e-09,0.371504,,0.474924,0.0333522496057448,
AUP1,0.0474972,0.0204256,8.59673,6.90799,,0.142307550242183
AURKA,1.52824e-11,2.88308e-15,,2.40797,,0.548272634977824
AURKAIP1,1.99571,8.53801,1.79116,6.76104,0.0858701305044267,0.0036147124003971
AURKB,7.20771e-14,2.39456e-13,2.53366,0.204569,0.0525589775924407,
AURKC,3.47696e-07,1.05382,0.451449,1.3874,,
AUTS2,28.097,0.0,5.93062,3.17334,0.15191195830016,0.0221837307214264
AVEN,0.0,9.82247,1.70769,4.45842,0.100027198037044,0.143091641763181
AVIL,0.214929,8.21286,1.16155,2.9991,,0.0157396094911995
AVL9,1.83236e-13,0.0,1.08825,2.13471,0.027850314391852,0.0353644383228395
AVP,0.0,1.45297e-10,,0.163852,,
AVPI1,9.30074,22.601,4.71699,3.60759,0.108059015851808,0.0937592067856523
AVPR1A,0.0,24.4411,,1.35658,0.112536507357288,0.158607905769238
AVPR1B,0.0,0.0202824,,0.00648433,,
AVPR2,0.0,7.51039e-11,,1.43834,,
AWAT1,0.000175855,7.49474e-12,,0.0144091,0.0812713635957629,
AXDND1,5.76617e-15,0.268545,,0.0166963,0.0200899855705963,
AXIN1,0.0818494,0.0,0.826825,4.18992,,0.0175241739803733
AXIN2,2.59156,24.5451,3.75415,3.40071,0.111472117573249,0.123780008929255
AXL,18.2541,1.65815,2.05619,3.18462,,0.112849374005116
AZGP1,0.288295,0.0511887,2.20249,0.983232,,
AZI2,0.0,0.722128,1.34618,3.6082,,0.0827222897413732
AZIN1,0.0,11.5325,0.443479,4.40049,0.110418256587411,0.179892676090964
AZIN2,0.487524,28.4701,5.44155,0.826197,,0.0153835340287178
AZU1,,,0.955106,0.343063,0.0633168657251963,
B2M,0.0211898,4.84331,0.922776,8.08791,0.0522824707573459,0.111868667332621
B3GALNT1,0.0,0.0954544,7.94266,0.585771,0.0970710291329531,0.30565938352091
B3GALNT2,8.16996,1.44132,0.120059,3.11722,0.0223338423680337,0.180831905525263
B3GALT1,0.0,5.98004e-08,,2.064,0.0483564155751282,0.0315822687236135
B3GALT2,14.2517,2.63551,,0.109267,,0.0143304320015026
B3GALT4,1.18976,0.0,1.75254,1.33728,0.0142001870458239,0.238444172998521
B3GALT5,0.0,1.3194e-07,,0.0773847,0.0292067119049562,
B3GALT5-AS1,,,,0.0150689,0.09045625253817,
B3GALT6,0.72595,7.4959e-07,1.86163,3.16814,0.0805423803642755,0.0402094317871774
B3GAT1,0.0,7.36351e-11,,0.0889564,,
B3GAT2,1.16672e-09,7.85901e-07,,0.645053,0.0251031860673336,
B3GAT3,1.98339,0.215169,3.31788,3.26434,0.201322496513715,0.0757748521661412
B3GLCT,1.96022,0.000436375,0.101453,1.84325,,0.0552562888470997
B3GNT2,2.13243e-06,0.000712684,0.0326887,1.82369,0.227891541624729,0.0001654572572717
B3GNT3,0.0,0.0,,0.0429031,0.0789856736806094,0.220758092885562
B3GNT4,0.0,0.0511887,,0.0948192,,
B3GNT5,5.7477e-11,4.05064,0.557265,3.53177,0.260309055572447,
B3GNT6,0.0,1.37284,,0.0137831,0.0423965244975104,
B3GNT7,6.57526e-10,0.996223,0.655757,0.19152,0.164321190392014,
B3GNT8,14.2377,0.0563066,0.0224767,0.750323,,0.129433031611788
B3GNT9,4.2178,5.94156,5.22353,1.38533,,0.159891343783771
B3GNTL1,0.0819812,0.217945,0.150234,1.36973,0.0348643169253151,0.326185236379848
B4GALNT1,0.322601,2.49626,,2.74126,0.155054974509079,0.382486112929766
B4GALNT2,0.0,2.48223,,0.00471248,0.103944658533173,
B4GALNT3,0.0,2.07026e-11,0.691101,1.50349,0.0479785702299553,0.288472115681412
B4GALNT4,2.34568e-11,0.907622,,0.16202,,
B4GALT1,5.04443,8.99894,0.233553,4.60994,0.234309951637197,0.224218992774632
B4GALT2,,,2.71391,4.80101,,0.511886794006699
B4GALT3,1.59669,7.20771e-15,1.65376,4.10346,0.0360288464855665,0.109357344539802
B4GALT4,0.272475,2.17447,0.890169,1.61578,,0.132045831640314
B4GALT5,0.0,7.86825,1.71669,5.92093,,0.262989611278331
B4GALT6,17.8912,0.0038309,,1.00861,0.385982749287488,0.734867180950242
B4GALT7,6.19863e-14,0.0,0.620553,3.7657,,0.0020972789475192
B4GAT1,1.02357,2.82865,5.93349,4.52782,0.0002520100833267,0.13509470516274
B9D1,2.01816e-14,3.48042,0.306608,1.36212,0.0030272545775762,0.333268232919474
B9D2,2.32415e-10,3.24565e-07,0.52618,1.45842,,0.190681220710899
BAALC,2.88308e-15,0.28817,0.831517,0.73423,0.0162252137045917,
BAALC-AS2,,,,0.0815621,0.119014554081129,
BAAT,0.0,2.96861e-07,,0.917727,,
BABAM1,0.0,6.99162,0.140276,6.07706,,0.0606324175191452
BABAM2,7.20771e-15,0.899481,0.0631331,5.30544,0.0103164598819925,0.0408977076321955
BACE1,5.53117,23.4863,3.7168,3.40644,,0.0330949956084129
BACE2,0.887341,0.989608,0.578108,1.81517,,0.224579769971557
BACH1,0.00329838,14.7501,0.15231,4.14624,0.0448477200833244,0.390409462954765
BACH2,1.80978,15.749,0.623862,1.88794,,0.0941033412167348
BAD,2.12227e-05,0.0029603,3.86334,4.20432,0.144356243136208,0.0400273794489787
BAG1,0.0,1.13359e-05,1.27302,5.48101,0.114115991668431,0.0645696962860853
BAG2,0.174742,2.1949,0.954353,3.62566,0.179886608861114,0.299146539631724
BAG3,11.0608,0.0,1.45718,8.60439,,0.317584926567511
BAG4,0.0558999,2.11359,0.796959,2.05292,0.2507328899713,0.110548799107643
BAG5,2.21801e-06,2.88308e-14,2.35856,3.54271,0.136764331215015,0.138250116808574
BAG6,1.29642e-09,3.10631,2.14496,6.99638,0.14780177084793,0.0434824818403238
BAHCC1,0.0,7.39928e-06,,1.8374,0.168109746670316,0.008216854411792
BAHD1,7.62598e-08,5.9861,2.13918,3.43519,,0.122481905554635
BAIAP2,1.4358,10.8034,2.89242,2.01355,0.0533083913338079,0.0434230091223303
BAIAP2-DT,,,2.09238,0.70148,0.0585471003796671,
BAIAP2L1,0.464101,0.220051,0.704591,1.72351,0.0372605816142215,0.418753905269576
BAIAP2L2,2.38641e-08,1.21481,6.51026,1.11759,,0.587847289518566
BAIAP3,0.230637,4.98351,3.01621,1.1843,0.0610826167776697,
BAK1,0.2338,1.87712,8.27025,3.51501,,0.0264639370522259
BAMBI,0.373642,5.45629e-07,0.695964,1.2284,,0.0147141149218684
BANF1,2.41651,2.83459,3.6839,7.05271,,0.158010772700684
BANF2,0.0,0.0266872,,0.0241232,,
BANK1,7.95169e-06,4.51376,0.156228,0.160318,0.131019698416404,
BANP,9.33765,1.18293,2.48946,1.85699,,0.486067589252413
BAP1,1.75356,3.97424,0.245769,5.4716,0.111196243115832,0.028469436577672
BARD1,0.0,0.0,1.00051,1.98704,0.0325612140104052,
BARHL1,0.0,1.94048e-12,,0.0153435,,
BARHL2,0.898779,0.27339,,0.00958895,,
BARX1,0.0,1.90716e-06,,0.0465119,,
BARX2,3.4629e-13,0.0,,1.43771,,0.532844681112779
BASP1,1.90711e-07,13.0838,5.28772,1.52952,0.481346826512813,0.352967656180977
BATF,2.88308e-15,2.80182,8.39973,0.46869,0.022207351092284,
BATF2,0.0,5.91789e-06,1.22984,1.88558,,
BATF3,0.0,0.0,3.76902,0.503877,,
BAX,0.0,4.83717,5.02116,3.67887,0.0501624520912243,0.0523952778549686
BAZ1A,0.246395,1.13425e-05,0.775619,3.12139,,0.256868358222895
BAZ1B,11.4724,13.1704,0.255541,4.57233,0.148962342926469,0.0661107081911432
BAZ2A,0.945196,2.07093,3.77891,4.36427,,0.134529958726253
BAZ2B,0.0,0.0990858,7.39416,2.33792,,0.0867383638391832
BBC3,3.31348,1.44154e-15,3.0732,3.32942,0.131534556115948,0.435765207313398
BBIP1,,,1.50266,1.80014,0.045479503728314,0.0207775065392937
BBOF1,1.20972,18.6311,1.36045,0.932656,,0.394834020245931
BBOX1,0.0,0.0029602,,0.734271,,
BBS1,0.264191,2.04392,5.08594,2.83363,,0.0657504323146876
BBS10,1.10125e-06,6.3641,0.204016,2.587,,0.211726364455503
BBS12,0.0,2.09117,0.741502,0.591787,0.0403234336818827,0.521536723889975
BBS2,0.0,4.40297e-07,7.79349,4.57755,0.187533363643555,0.0077440434995996
BBS4,0.330907,0.670383,4.5641,3.66455,,0.0128969975341739
BBS5,0.0,0.0512035,0.560123,3.04021,0.005592224149328,0.0312922527667756
BBS7,3.00859,0.154307,2.53821,1.82937,0.153652770942471,0.146740634165046
BBS9,1.50822e-05,6.82982,11.8504,1.55678,0.0567892998938899,0.0536302761745869
BBX,0.0,0.020187,5.68026,2.33919,0.122602151270387,0.233197630778474
BCAM,4.29014,7.37558,1.99703,4.63168,,0.0993298444396479
BCAN,1.94692e-07,18.7359,,0.2878,0.047057250826243,
BCAP29,6.85965e-10,0.0945198,0.418353,3.63934,0.0457028677836524,0.216349074057048
BCAP31,1.0121e-09,2.75642e-11,2.26256,5.32697,,0.0432970835437758
BCAR1,0.0,12.7343,0.448431,5.06233,0.181459297396502,0.0977483698187934
BCAR3,0.28816,16.7326,1.79006,3.67437,,0.231423168146883
BCAS1,0.0,1.28073e-05,,0.282521,,0.314362138462473
BCAS2,0.0,0.0270554,1.53555,5.28308,,0.0052167011304003
BCAS3,2.18507,20.5433,9.618,2.85972,,0.0987871751057923
BCAS4,,,5.04052,0.309444,0.0248653475155205,
BCAT1,1.80641e-05,3.04817e-06,3.29855,0.635587,0.0419866008188872,
BCAT2,2.40156,6.74409,0.869422,4.75803,0.0879234489021954,0.122679871962698
BCCIP,0.0,0.803212,3.26459,4.32222,,0.174389427680363
BCDIN3D,8.1383e-10,0.0517094,0.582787,1.36439,0.0076151892786944,0.3032260497259
BCHE,0.0,2.21294,2.42925,0.707515,,0.0526413524178312
BCKDHA,0.602368,12.7663,0.22543,6.10811,0.0204956212923548,0.117220232597983
BCKDHB,1.58121e-12,0.566175,4.86653,2.33224,0.0188716270265132,0.0728324897276112
BCKDK,0.575845,7.28478,2.27139,5.49815,0.103306399553615,0.239946074744051
BCL10,1.57875e-09,0.822454,3.23909,1.65385,0.292016323081145,0.0743612961751855
BCL11A,3.83048,6.51279,,0.0364393,0.0298601728826591,
BCL11B,1.32875e-05,0.0,,0.0707903,0.0970487276298111,
BCL2,5.98947,0.0,2.48966,2.55781,,0.419723314077822
BCL2A1,0.511438,7.4741,1.90185,0.710556,0.0565630057386448,
BCL2L1,14.1853,4.33047,0.541049,5.38749,0.068544987663576,0.139760260891626
BCL2L10,0.0511889,0.544479,,0.0251631,,
BCL2L11,1.74945,1.0578,5.72322,3.00071,0.100046351728356,0.0426836277532779
BCL2L12,8.40645e-05,0.0,1.15647,3.61978,,0.064077370424993
BCL2L13,3.03341e-10,0.0,1.37861,5.38046,0.0292676879593543,0.183154526545398
BCL2L14,0.0,1.07523e-05,,0.0334914,0.0263922364185656,
BCL2L15,1.99991e-07,2.93182,,0.195107,0.020784795904389,0.0926928030492811
BCL2L2,0.00353069,1.13846e-10,0.270746,4.32307,0.0701242060510667,0.11529020819382
BCL3,0.464017,5.68959,0.197154,3.87344,0.0847360683584437,0.123251754470161
BCL6,7.52852e-07,0.398388,2.51004,8.61648,0.149050044223697,0.674276911270323
BCL6B,21.1718,1.76969e-06,0.442551,2.1246,0.0313001611603907,0.343486728306435
BCL7A,0.0,5.77582,6.15407,3.03989,,0.201508578344113
BCL7B,0.0,2.57811,1.1427,5.85538,,0.199350731775664
BCL7C,1.39122e-07,0.00443672,1.71872,2.64315,0.0404537276864128,0.0920851652463932
BCL9,10.407,10.6097,0.746588,2.37481,,0.240580849662444
BCL9L,5.86275,0.0,0.710071,4.08042,0.0856631895897761,0.101459354448628
BCLAF1,5.74522,2.22768,6.26668,4.47716,0.0642036000084891,0.375027975711661
BCLAF3,5.69001e-09,0.0,6.98732,1.87502,0.151739243188279,0.0903699093946367
BCO1,0.0605647,2.4905,,0.126979,,
BCO2,0.0415747,0.46749,3.32053,2.55765,,
BCOR,1.22412,0.0,0.151131,3.46253,,0.316652507955091
BCORL1,0.0,10.5041,1.19073,1.60619,,0.047346340860393
BCORP1,,,,0.0165502,0.0829657990204997,
BCR,3.94606,0.512617,0.196452,2.04133,0.0746713046353653,0.116816505991716
BCS1L,2.49668e-09,0.0,2.19928,4.23641,,0.101455609622618
BDH1,2.88308e-15,2.44918e-07,0.35191,2.55506,0.138245030663213,1.42320209741193
BDH2,0.0,2.39667e-06,9.54707,3.81538,0.0898880126302237,0.358652788554728
BDKRB1,1.63437e-06,14.2014,,0.109403,,
BDKRB2,2.37538e-05,6.46002e-09,,0.651856,0.0422866809184574,
BDNF,0.346129,0.19302,,0.264544,0.600009536636396,0.344818735122254
BDNF-AS,,,,0.475396,0.0166408421117947,
BDP1,3.11974,2.07634e-09,2.94168,2.38661,0.165406847924237,0.0236186605861625
BEAN1,0.0,0.0,,0.149257,,
BECN1,0.000127143,0.0,1.10823,5.60678,0.0247572171284585,0.0036046789517909
BEGAIN,0.0977935,0.0,,0.468514,,
BEND2,,,,0.0680648,0.112033059630801,
BEND3,0.0,1.8711,,1.00655,,0.150015164763379
BEND4,3.8279e-11,3.57338,,0.0209304,0.0188705773665268,
BEND5,1.67328,2.24458,12.6957,2.03929,,
BEND6,0.0,1.06013,,0.248784,0.0185568560953691,
BEND7,0.00322287,3.96265,0.725624,2.4241,0.0006539291308818,0.0258982156458791
BEST1,0.215893,0.021139,3.19467,1.09424,,
BEST2,0.0,1.15323e-14,,0.104003,,
BEST3,0.0,0.704495,,4.52979,0.333323655560751,0.0582850917434895
BEST4,,,,0.190001,0.0332200198101456,
BET1,5.99195,7.76222,0.861578,1.63617,,0.20402420604789
BET1L,0.0,2.30629e-11,0.632251,3.77604,0.0119822735090755,0.0407760699279658
BEX1,0.0,0.0287711,0.252987,0.522202,,
BEX2,,,1.73523,2.57113,,
BEX3,2.50891e-07,4.26984,1.4226,3.50557,,0.200089066353521
BEX4,1.59708e-06,2.80421,9.15896,2.34748,,
BEX5,,,1.90484,0.390626,0.0172221832019881,
BFAR,0.590521,1.17604,1.94335,4.42491,0.0799213079241694,0.280730276606369
BFSP1,0.0,0.0,,0.237178,,
BFSP2,4.18047e-14,8.35982e-05,,0.00621651,,
BGN,6.96825e-12,1.95277,1.96182,4.80707,0.368277903455986,0.504664327799567
BHLHA15,0.787597,9.45152,,0.275767,,
BHLHB9,6.43542,1.46827,,1.18351,0.0100531518891782,0.689909707038256
BHLHE22,0.0,0.108032,0.897903,0.111633,0.0091116199489258,
BHLHE23,1.26564,0.677407,,0.0269792,,
BHLHE40,14.8663,26.1269,2.55611,7.73012,,0.254265358152705
BHLHE41,,,1.13087,4.77187,0.508776786632175,
BHMT,4.02541e-11,0.0,,0.120066,0.0663130960496225,
BHMT2,1.89746e-06,0.0512199,4.08518,2.84259,0.19590282948271,
BICC1,4.3734,8.14176,1.05201,2.73957,0.16313901351829,0.121932759394464
BICD1,1.99811,0.75647,0.294649,1.2106,0.209109324432029,0.0607881751366934
BICD2,1.41081,1.25548,1.04497,3.83756,0.0632753674169213,0.0747001860523016
BICDL1,0.0,0.0,0.350411,0.296535,0.0982749137561196,0.203232246262536
BICDL2,0.0960981,0.0,0.309753,0.100545,0.0174458367020254,
BICRA,2.77927e-05,0.0,2.49488,3.27922,,0.214045674614197
BICRAL,1.87514e-09,0.0,5.42349,2.74377,,0.0834176904633209
BID,3.98608e-06,0.101299,4.19675,3.91923,0.205968105700955,0.0524019447865235
BIK,1.35189,20.6138,0.736612,0.066799,0.0438184673811,0.470212720407033
BIN1,5.18047e-06,6.19206e-12,1.27084,9.96764,0.282479484534235,0.0521871767403256
BIN2,4.35666e-13,2.43723,0.313344,0.680044,0.0775595836895286,
BIN3,2.88308e-15,1.0187,0.41106,3.17646,,0.0232732395766295
BIRC2,3.74217e-08,0.0,1.04345,4.25165,0.0852096469531016,0.0616741681814202
BIRC3,0.582348,1.52486e-08,0.0589889,1.39977,0.0655604430958681,0.735265225772364
BIRC5,0.0,0.0,,0.146237,0.0277452940750855,
BIRC6,1.31934e-06,7.23442e-08,3.42001,3.45545,0.0138214229425921,0.0378657652519786
BIRC7,0.571921,0.143612,,0.0715837,,
BIVM,0.0,5.58218,1.15162,3.2406,0.0088728622249263,0.0667855624978936
BLCAP,1.04433,4.36149,0.777773,6.61738,,0.124534780603329
BLID,,,,0.0102128,0.08521252554586,
BLK,4.0179e-12,7.31501,,0.0320166,,
BLM,4.70585,0.507178,,1.03639,0.0210799241501465,0.127217334622796
BLMH,2.53487e-12,0.0,1.87396,4.42582,0.009007086693658,0.154476531619303
BLNK,0.0,6.30437,1.60192,0.399103,,0.477433961920386
BLOC1S1,0.81056,3.03915,0.63227,6.10888,,0.0566283965300085
BLOC1S2,6.02921e-05,0.614657,1.11021,4.71647,,0.0162496373615404
BLOC1S3,2.69019e-11,0.0,0.819222,2.22883,0.0457205140900738,0.0322467174183737
BLOC1S4,0.0545362,0.166069,0.694881,3.28218,,0.0033381650217455
BLOC1S5,5.83306,0.250025,1.68623,2.43785,,0.0721186726444808
BLOC1S6,0.0,0.0202347,1.10561,3.3451,0.196637881486187,0.199467388599249
BLVRA,0.0,0.485339,3.36576,5.15644,0.0907378839706876,0.104713351538603
BLVRB,2.02379e-07,3.18255,1.60595,6.40796,0.0872369199557177,0.0600754009779189
BLZF1,1.44154e-15,7.87069,0.415682,2.71952,,0.12353409833788
BMERB1,0.0202747,6.87848,1.6529,5.49516,0.0582734023576501,
BMF,1.00893,0.0,2.25153,2.11996,,0.0079691516235684
BMI1,,,0.28645,4.72827,0.0550202761513248,
BMP1,6.77097,9.81972,2.27216,3.08764,0.106831605521629,0.093745888902928
BMP10,0.0,0.103045,,0.0737209,,
BMP15,2.88308e-15,0.0,,0.00277376,,
BMP2,1.45855e-05,14.4454,0.476528,1.55033,0.136273071158742,0.298856136846755
BMP2K,0.0,1.44666e-05,0.0702851,1.51368,0.0791338300175854,0.239960842503764
BMP3,0.0,1.41788,,0.0918521,,
BMP4,15.2279,1.81486,14.1927,2.23638,,0.205448435812546
