GeneSymbol	log2FC
Pxn	0.0106564364574827
Churc1	0.132563724057006
Zmynd11	0.112492826931253
Mpnd	0.151021366436965
Jun	0.526180719457227
Qdpr	0.00773490879594897
Slc30a9	0.0209460694523682
Mstn	0.501139638906801
St3gal5	0.52440559256933
Mustn1	0.731015323476104
Metap1d	0.0810110084288044
Ciao2a	0.0041240914634972
Mast2	0.124238117398031
Dynlt3	0.00458522607896324
Mrpl3	0.262585420473056
Pstpip2	0.0415179859238288
Eif2b2	0.0743548608910347
Acad11	0.23005062426684
Zbtb18	0.186142978524791
Clta	0.000775132289825589
1110004F10Rik	0.248818596230148
Ptpn11	0.0473347906177834
Mpz	0.267946139029199
Mtus1	0.00547185315353859
Tmem234	0.1330986129437
Ran	0.0127068726442793
Rilp	0.080371277270484
Fbxo3	0.0353076742351447
Ier3ip1	0.0229871863315469
Alkbh3	0.0184984702104028
Isoc2a	0.142810506921979
Atp1a1	0.254206802135525
H3f3b	0.0228124977633193
Eif4e	0.225109626465827
Ubl5	0.0454575751317314
Ltbp4	0.109444681104866
Scnm1	0.076997158820946
Anxa7	0.193144180386688
Dnajb2	0.0269855906489585
Memo1	0.0136884998799097
Ppib	0.118990695737785
Eif2ak1	0.157463139346353
Ubl4a	0.0637372516049769
1700120C14Rik	0.310280986160522
Ddx17	0.0227892658785408
Pabpc1	0.115103427698664
Zdhhc5	0.0144511422029072
Nol7	0.0694288719014888
Mrps17	0.024188331706052
Mrpl27	0.0387162768424489
Snw1	0.0609941735965138
Srebf1	0.318874497174175
Lias	0.0127444505015479
Myoc	0.181253153128239
Ptpmt1	0.219408504679138
Vamp8	0.0589546336023769
Vamp3	0.0810074004644311
Zranb1	0.169803322183838
Cyb5b	0.0152311119737414
Nomo1	0.0139243901067187
Slc39a7	0.0969590620716691
Josd2	0.0601258524291777
Raly	0.00536885238344471
Tmem63b	0.348314201997567
Eif3l	0.0917359885071654
Hbp1	0.23739881129038
Hexa	0.0519375614068238
Mir1a-1hg	0.169209339080254
Tmem94	0.106772429717866
Ykt6	0.00397845319643573
Sccpdh	0.00132726970085742
Mrpl43	0.142076615646231
Pdp1	0.083974660139353
Tmem161a	0.110339610430002
Immp1l	0.0674696765041754
Ilk	0.0165709688366065
Ssb	0.0661955553973355
Ddt	0.420514836127375
Stk25	0.110156498479624
Prpf8	0.044862860918897
Gps2	0.172592342162687
Nt5c3	0.104681466318649
Myorg	0.0486599453003307
Cacybp	0.00387669200149253
Ciao2b	0.0237673096187496
Ssr2	0.188281961187484
Ptpa	0.122041308839714
Asrgl1	0.116606557927208
Cep85	0.179218571559046
Copz1	0.0234903850645088
2310001H17Rik	0.209215809339481
Atp6v1b2	0.00423970805379945
Smim12	0.0874682383829326
Cnep1r1	0.222645383240003
Smad3	0.121449034513914
Fahd1	0.00236467763084552
Psme3	0.0426674679987095
Rnf181	0.0056814827682286
Zcchc24	0.212351967126426
1810058I24Rik	0.440325409738303
Txnl1	0.049835807975888
Chmp1a	0.00428174840967737
Ehd2	0.0527887238588135
Trir	0.0816607090526014
Oxsr1	0.130979868060387
Asb15	0.556079364866509
Farsb	0.0877957541590545
Lrpprc	0.0171525549468681
Camk1	0.229424827780106
Sav1	0.18398385632232
Dram2	0.187635363840261
Ldhd	0.304840979552877
Anapc16	0.177681925809088
Pnrc2	0.282837726823684
Srpk3	0.241334769536077
Tnfaip1	0.0249490238669423
Spr	0.0687909613414251
Ilkap	0.0556531884557289
Mrpl45	0.157930814037554
Gsto1	0.210001549634294
Itga7	0.145602747616434
Fam174a	0.102832211543527
Rpp25l	0.332220407938362
Podxl2	0.222081833290922
Spryd4	0.101893966584104
H2az1	0.142776188592915
Kpna6	0.00689465740996324
Mrpl36	0.00417172552768733
Pla2g12a	0.376789260080608
Rgcc	0.338418445412252
Drg1	0.0408808114351069
Ppp1r37	0.0750297412307826
Rars	0.0412488416491457
Mzt1	0.344631707621478
Nt5dc3	0.398060568941141
Psma5	0.0301250828500489
Gm15179	0.00766386237073173
Cse1l	0.0283527104948713
Nudt19	0.0899610269180224
Sars	0.14114716110096
Tango2	0.04856627698937
Fam234a	0.451527063703042
Ppip5k1	0.562041317828239
Ufd1	0.0701424520419677
Naa20	0.014738877596711
Polr2c	0.0490596709098327
Nkain1	0.381583450432771
Pik3ip1	0.556462376895925
Mmut	0.00425120956357232
Ryk	0.177702229950552
Hmox2	0.0660961369441811
Mien1	0.14961400058868
Stard10	0.273229509639047
Tsc22d1	0.100836021968479
Etfrf1	0.0896764565924047
Msi2	0.04151817423293
Tmem9b	0.0856809331068227
Pecam1	0.24653773423796
Pcca	0.113493500596245
Rpa1	0.0378537344715201
Ptcd3	0.244186361053257
Ociad1	0.0581841679328265
Diablo	0.146813435317248
Rasd2	0.606090511708313
Slc48a1	0.0796222029361349
Capn2	0.187432794693985
Sms	0.231917338781274
Acyp1	0.196650852010654
Ccz1	0.232802351415551
Ccdc12	0.000498962921104385
Tusc2	0.167165979115307
Picalm	0.104821010942634
Tcp11l2	0.1683636244361
Mfge8	0.0487942914425966
G3bp2	0.140739742924422
Rbfa	0.0867540348666066
Mia3	0.187535739523469
As3mt	0.0421269691321758
Dusp27	0.0073793963959098
Grb2	0.0192300282369721
Ddx24	0.00929850994541147
Fbxo9	0.118808946180974
Naa10	0.0314333795047171
Fxyd6	0.639190018240467
Hint2	0.283308592831399
Eif1b	0.128180088963303
Prrc2b	0.068863326064865
Grk2	0.0788093821072326
Spns2	0.365422269586008
Smim19	0.0071982654186588
Snapc5	0.103974371892258
Ppa2	0.181031599654376
Rab11a	0.0915951015511315
Polr2i	0.138658740478704
Ppp6c	0.0714508328856912
Iars2	0.0137983238194244
Hspa4	0.1324501290292
Bola2	0.0182488403665826
Ankrd9	0.179596734870858
Nf2	0.00450986686742999
Cirbp	0.231361664956109
Cuedc2	0.00512572631706316
Znhit1	0.0990977641114057
Atp6v0a1	0.11200297583479
Sdhaf4	0.196945234938285
Gucd1	0.143730868555096
Rap1gds1	0.20652945953859
Mapt	0.153296547590779
Ppif	0.114804106392434
Pdcl3	0.0300276238395548
Rp9	0.0856213472004862
Cdk11b	0.0232940715571181
Gabarapl1	0.020878428993049
Ttc1	0.111044972444928
Atf5	0.0777348765046352
Oxa1l	0.0429962601120525
NA	0.0808021177131252
Dync1i2	0.0305827352928118
Vamp2	0.223134662105243
Kif13a	0.0619430051015701
Hmgb1	0.186820095630532
Mrps26	0.0309704009169088
Angptl2	0.354887947428631
Mars1	0.187589233933454
Tmem11	0.206598728581548
Pgp	0.00826209892966522
Gatad1	0.0612486942251243
Clk3	0.104909540901643
Zfp637	0.123930609625955
Pcbp4	0.165939190551228
Scamp2	0.049424699123627
Taf10	0.077453946248452
Mia2	0.166036659995278
Lonp2	0.0120533836514444
Ogn	0.356258876246412
Snhg6	0.307001769157364
Osbp	0.117566681831458
Mybbp1a	0.0504678750545378
Anxa5	0.158640727243819
Fkrp	0.0951931759630666
Tpp1	0.152680158039126
Elp3	0.092015558230208
Rhoc	0.358485841038717
Tmed10	0.0819336729786712
Arih1	0.143790271215411
Xbp1	0.19967585067793
Tom1l2	0.0162886136676435
Ulk1	0.156708797556432
St6galnac6	0.0417249530341267
Gprc5c	0.225118379330966
Ppp6r1	0.0802506842918151
Gmppa	0.17979844257259
Mrpl44	0.0324533309182656
Insig2	0.0328510146181431
Pdpr	0.116937449142331
Cdv3	0.103157238862002
Abhd11	0.0016906533859491
Fyttd1	0.0895176445248971
Slc6a6	0.235493553430226
Gtpbp2	0.0959678301136476
Opa1	0.0281369238131077
Diaph1	0.53221107294427
Cavin2	0.111613725439002
Ache	0.00525664457547249
Coq7	0.260481395997617
Tmem50a	0.0178407170381672
Ces1d	0.678343442645982
Mgrn1	0.109861782158521
Plpp1	0.194221267276335
Zc3h15	0.0652592998464971
Iars	0.0580592080735318
Pon2	0.337949662242762
Parvb	0.000549042038279691
Zmat2	0.176483360453719
Hsd17b4	0.108791345720114
Usp5	0.0998945944680335
Tob2	0.0882865355685399
Vgll2	0.17963097786556
Denr	0.142942631773606
Rtcb	0.0472061518777294
Sf3b1	0.0713676844950135
Vps36	0.0516787532937274
Srsf6	0.13825847202159
Cish	0.55122413381908
Dohh	0.0671175291165382
Hras	0.0331639396418305
Aarsd1	0.00340742235520163
Limch1	0.0895256756388887
Rnh1	0.0912879341057817
Srrm1	0.190591637947617
Npc1	0.330562046107452
Dyrk1b	0.0810841267214895
Mocs2	0.168773639379106
Parl	0.0194241851751838
Slc38a2	0.501751897360567
Mrpl10	0.133287587808865
Cpped1	0.153307530535703
Hnrnpc	0.022764042422888
Mrpl21	0.0202426901858668
Mapk1	0.105682600432078
Galnt1	0.0839837274899016
Nbr1	0.0756195873591001
Scp2	0.0628071394311319
Ctsa	0.0132389850345157
NA	0.186297139885294
NA	0.000231281154739386
Dexi	0.0263231019815088
Mbd2	0.225274492415627
Grhpr	0.168246252017829
Tmbim1	0.0135941903457512
Crip2	0.105984787230048
Ibtk	0.0944046878890843
Tmem38b	0.0187964084850882
Cdnf	0.146831093597213
Mtx2	0.295100492508654
Nucb1	0.0426553856920067
Slc41a1	0.702852063718508
Ccnl2	0.0557827818360837
Tesk1	0.0888006878797292
Eif2a	0.0786888680302284
Gga1	0.07106960408118
Lrrfip2	0.0307892514167116
Grpel1	0.0048206231977843
Parp1	0.120868911736045
Pcyox1	0.00870435004246736
Sqor	0.218648925137109
Pef1	0.0454658354156537
Apip	0.0185954476641261
Creld1	0.0582050289456163
Tpcn1	0.127774450516035
Dtnbp1	0.119134349143896
Limd1	0.0802195171243901
Abce1	0.173852582389379
Rpp21	0.157390605743412
Rorc	0.223539618303015
Cd55	0.216946676684713
U2af1	0.0170430490312646
Txndc17	0.0938179955160114
Ece1	0.0701651114815915
Rarres2	0.208547712379501
Npr2	0.132677470769869
Lrig1	0.0880315545907359
Popdc3	0.0662061605667855
Sord	0.0508991781005952
Suox	0.00187137599838921
Tpbgl	0.531989365855961
Pam16	0.060707503529663
Jup	0.32040263616033
Ttc33	0.0671779242709779
Golga2	0.0512774091376401
Tbca	0.152682982008697
Otud6b	0.144024703113276
Dnajb4	0.145595397717573
Chordc1	0.0754495108748656
H2-Aa	0.162040768947468
Trappc6b	0.138147475093474
Snrpe	0.1791383503293
Timm10	0.062583160501327
BC029722	0.0900416768305453
Hspg2	0.315819033562818
Bsdc1	0.113433094679661
Hmgcl	0.0856585328777285
Rtf2	0.107362687424142
Fam20b	0.0759295720859571
Vapb	0.023662646933298
Pa2g4	0.0178223485432973
Fbp2	0.700120706936836
Dffa	0.371279066986428
Ppp6r3	0.065444934857944
Rpn1	0.172607733799935
Pomgnt1	0.00738993941866656
Mrps9	0.198747921722489
Taf6	0.0496979711297823
Tmem126b	0.143701580928324
Tmem150a	0.0531409068130233
Coa8	0.167655645644561
Smim7	0.0324476708184956
Npepps	0.22619735009865
Thap3	0.058206939657219
Crot	0.0454119989856751
Nr1h2	0.00650893228862168
Eif2b4	0.102797998463942
Nsmce4a	0.190841246770509
Laptm4b	0.306004862245468
Emc10	0.0392368645699626
Pip4k2b	0.122850654560473
Taf12	0.0937621341983175
Osgepl1	0.0460214787648863
Gcdh	0.0511897673847127
Nudcd3	0.0260143462829334
Zfp768	0.166436858072109
Ncl	0.0768625316250767
Sumo1	0.165981163100103
Fez2	0.0822845069959928
Gosr2	0.181522180340036
Derl1	0.0492741839946512
Pcmtd2	0.0391894640301319
Prob1	0.241157459349857
Nme6	0.073746436411077
Rad21	0.0927000555109553
Stt3b	0.110059854623085
Antkmt	0.00412553831711156
Tst	0.169664676283037
Srf	0.00626534661583496
Rsrc2	0.184652100424539
Uba2	0.0352408190780375
Letm1	0.22211739537723
Ccny	0.0915168847375233
Psme2	0.013577457871944
Endog	0.187983371942464
Arhgef10l	0.0196769240375021
Sf3b5	0.0866504883602622
Dpp9	0.127732861632104
Sec24c	0.0100437375105534
Slc20a2	0.013588004084536
Apod	0.151153696099177
Dnase1l1	0.185615917037817
Fgfr1	0.00320252047118326
Dctpp1	0.0165168662164792
Mapk1ip1	0.221078686884496
Elp5	0.155797304480362
Gtf2a2	0.155999544363981
Afap1l1	0.0552211755393032
S100a4	0.197535387687417
5730455P16Rik	0.153500804919188
Kat2b	0.0341977213275656
Bzw1	0.04727484786689
Psmg2	0.0658291164450792
Clpp	0.0773672427958531
Nploc4	0.0633292782021223
Add1	0.146433933449208
Atg101	0.102150842831799
Txndc15	0.0772353025669423
Lage3	0.2809308422842
Ufsp2	0.241819337016881
Hectd1	0.0758379864923414
Tex2	0.0957118561750097
Dtx3	0.0379755809283678
D5Ertd579e	0.00120268128757805
Vcl	0.0949207836995867
Eef1akmt1	0.0690695807734872
B3gat3	0.0757748521661412
Guk1	0.0398688739200498
Dnm1l	0.112948872464799
Eif2b1	0.125686836779951
Pde4a	0.202261897032395
Tapt1	0.143933638967401
Clk4	0.248255199068726
Gtf3a	0.266226454168086
Txnrd1	0.284896645327487
Stau2	0.503762344077062
Dnajc4	0.0645840025046004
Eps15	0.22376071915801
Pde4d	0.120142522728137
Wdr26	0.0426510258461047
Pick1	0.165568932175304
Mif4gd	0.25191281246154
Prr13	0.0768001883422061
Klc1	0.0956869133058804
Pcp4l1	0.546520143655005
Wbp1l	0.336023622841987
Psenen	0.210279634405051
Klhl24	0.178952173942057
Trim7	0.410823354838932
Tmem87a	0.0612869581969889
Chmp3	0.00680398169529839
Ets2	0.0454002256542316
Prps1	0.167563972714032
Pak1ip1	0.0575954108039616
Ifi27	0.323585286330928
Hnrnpul1	0.18931851300251
Mmp2	0.108848440425292
Prmt5	0.102051905413912
Arfgef1	0.160178648991419
Lman2	0.00236672471453793
Cldnd1	0.203834131764916
Retnla	0.347556421984316
Lap3	0.0734612823232924
Tmed1	0.113332529080835
Rcan2	0.336343428740178
Emc9	0.192609503226067
Sorbs3	0.524788110078468
Palld	0.0265976323067708
Snrpc	0.257262878850036
Arl6ip4	0.0719061768866744
Scd1	0.81491761345553
Pmp22	0.152868883327361
Arhgap10	0.102090401291368
Smg5	0.0704109807169406
Snf8	0.0450617261349025
Brd2	0.0845364053983947
Lbx1	0.1763266731896
Tceal7	0.189434311274202
Lrrc38	0.181440672058685
Actg1	0.140202260044355
Rab21	0.14103061070838
Rnpepl1	0.0100186912376632
Prcc	0.0554322898537146
Bcl6	0.674276911270323
Dhrs11	0.144651086392753
Pfkfb4	0.225181052613702
Rnf126	0.276727042646216
Dctn6	0.21027169041419
Bcas2	0.00521670113040034
Acta2	0.626126107743872
Snap23	0.056677765658526
Zmiz2	0.172806512191114
AI837181	0.258870053561583
Igbp1	0.0764731208915929
Plcl2	0.13410778506704
Cited2	0.231754196627545
Gpbp1	0.143086406253989
Ywhab	0.0779704853644294
2810004N23Rik	0.197665745561253
Gatc	0.172484039275213
Tcta	0.412095564201465
Akap8l	0.0826844271767007
Sh3bgrl3	0.0529493316433591
Cast	0.230927890262932
Mrps14	0.0468991891745796
Glyr1	0.0910414813188474
Vwa8	0.180867697124976
Flad1	0.171982685795261
Son	0.0905675417143588
Ctsz	0.130321342770502
Gng11	0.345773618897322
Dhrs1	0.104472492709875
NA	0.0637819507860516
Prmt7	0.0405671733646053
Tmtc1	0.0192593955248502
Mapkapk3	0.193817139125237
Ubb	0.133681292609918
Pigyl	0.0185565656837171
St3gal2	0.0224699889667842
Ppm1b	0.151167566475636
Vmp1	0.221568624124643
Impdh2	0.0442754142177972
Dgat2	0.790070357553527
Naxd	0.0858116255283402
Cd9	0.0396492061872498
Rdm1	0.352621982914502
Vps41	0.177995698086093
Rab5c	0.000481163438817458
Sf1	0.214344300079112
Gdi1	0.0411127805808563
Lrrc39	0.0356622563893168
Elof1	0.125669489555335
Chd4	0.0495936895788575
Stx12	0.113716742804101
Cnpy2	0.0732365966862652
Ewsr1	0.0747984207140514
Surf1	0.00525234422730401
U2af2	0.105682780773051
Slc35a4	0.0273198718899373
Yif1b	0.0588450270955916
Cbr4	0.0528862629783878
Med24	0.0328390035775867
Cxcl14	0.255154093017312
Ptma	0.0953002892390259
Vasp	0.164592316227695
Ifrd2	0.197164873492245
Retsat	0.49519763225464
Pstk	0.0414928300035423
Atp6v0d1	0.0999691118591021
Gfm2	0.0794787686885401
Stbd1	0.0803010978695811
Mtmr6	0.0670296244802571
Clk1	0.241851142812724
Ndufaf8	0.171412934556897
Lmna	0.28809017975629
Qk	0.105718554158308
Smim27	0.132261452911086
Mrps27	0.0484250235151498
Mllt3	0.193215097777225
Susd6	0.159713117695374
Abcb8	0.100049838523091
Cited4	0.141917190765571
Ist1	0.11337841536896
Pdia6	0.0446227370406067
Galnt2	0.0313848659862399
Cnot8	0.00462758631456524
Ranbp3	0.0607712384272194
Tnk2	0.0237661560225705
Ccdc28b	0.168472988569498
H2az2	0.0948361782366222
Ly6c1	0.160812627951314
Ppm1g	0.0612210854054802
Ddx3y	0.211595292821428
Arih2	0.225459941963417
Gps1	0.0626169669338058
Zmat5	0.00522022578972565
Rxylt1	0.294693069718959
Dctn3	0.114572365892535
4933434E20Rik	0.224163740185044
Naa60	0.344687056805311
NA	0.166227589563029
Aifm1	0.157338516329507
Kcng4	0.0662379719588693
Sec62	0.180839465252163
Itfg1	0.114925029026856
Cox10	0.0496628884309461
Commd9	0.0749900434377115
Asph	0.141004290382304
Vps52	0.0965942668680963
Ddost	0.0411291672398707
Lum	0.294067198932688
Lsm14b	0.0731966349934969
Amy1	0.233037466768981
Hp1bp3	0.0379387225927708
Adprh	0.14712246173839
Phf10	0.123341533553954
Mrps18b	0.211175968138767
Bap1	0.028469436577672
Mical2	0.118491118077824
Tubg1	0.0762133917343194
Ino80c	0.127236718349097
Mrpl46	0.0785304252050977
Rhob	0.0532177700888509
Rapsn	0.21150174818974
Mark3	0.131770453965212
Znrd1	0.215672995220774
Filip1	0.00623131441955993
Pitpnc1	0.0342919584543672
Cdk4	0.0400454929096427
Rnf114	0.269292571843104
1110008P14Rik	0.0256114430537738
Dmwd	0.0503287117256986
Ubap1	0.156623557948885
Higd1a	0.0642398500924679
Tomm70a	0.0492546926605471
Trip12	0.038750183253419
Tpm4	0.0373493743791082
Kif5b	0.172620590559133
Rnf166	0.215512878313802
Dst	0.0176651849042839
Sort1	0.155042880798227
Chmp7	0.0338817384577083
Slc25a5	0.107780838033622
Nme1	0.243616659475393
Bmpr1a	0.215038818206581
Aktip	0.177092512987427
Csnk1d	0.0740083156634039
Cdc42ep3	0.269798865550731
Pnisr	0.178638507635094
Csnk2a1	0.0052171147652768
Yars	0.279002781379434
Cetn2	0.131481238838901
Ormdl3	0.0649567918715299
Mob4	0.0884751817775528
Tmem160	0.0824196265226223
Me3	0.255635925224429
Ngly1	0.0526010572621551
Magoh	0.0296345817492982
Thrsp	0.0183655943136202
Rbis	0.157052872429986
Tpd52l1	0.0398134381194611
Esam	0.372431445732979
Gstz1	0.104083300802415
Ola1	0.0431478398716389
Dync1li2	0.293387003765242
Hnrnpul2	0.14435458609793
Canx	0.0201865678184704
Fstl1	0.157739330473497
Anp32a	0.188206461803712
Nit1	0.059902017029952
Rbm17	0.0830573381675039
Zfp358	0.213617340797866
Flcn	0.281670345777899
Snx17	0.0290005656152267
Tmem37	0.00893769492131868
Rangrf	0.102836845211512
Mrps5	0.0224735573475247
Pop5	0.162350857415383
Sidt2	0.0788114637852072
Atxn2l	0.0706244159848309
Keap1	0.109254510414174
Gypc	0.20715122600486
Fhod1	0.0526764207693731
Bfar	0.0476422238172382
Utp3	0.0761041979457158
C3	0.633466647162449
Luc7l3	0.165627254648087
Tmem60	0.10106508294548
Wdr1	0.479938701425027
Capn7	0.116874163225569
Art5	0.489823151156387
Lcmt1	0.167209644186833
Pdia3	0.0230030098093676
E2f4	0.287666573976359
Mtss2	0.254546586980727
Ociad2	0.338572423365141
Cdpf1	0.185402173590009
Tars	0.114142468255555
Hdac5	0.108036211965825
Ppp2cb	0.24355031340029
Lypla2	0.0444697781796702
Herpud2	0.225624719846175
Sf3a2	0.162602829056095
Prelp	0.175055855596778
Usp16	0.175133684816808
Ccdc97	0.0490353955624793
Zfp207	0.27195945125367
Nae1	0.00297419201507831
Mrps31	0.101192661918338
Ttc4	0.0155644507202633
Mmachc	0.213896839328941
Retreg3	0.0653849343409621
Mavs	0.161568858493417
Ergic1	0.102201993791277
BC031181	0.0427271273340742
Ncaph2	0.0628894533392325
Tsc2	0.0767909689228819
Rbm42	0.0291835804682908
Ppp2r5b	0.0539217016820373
Rbm25	0.00111330972013787
Rab22a	0.0922257240232069
Cnot7	0.271815429472491
Las1l	0.113056969491245
Smim13	0.028318494408685
Chmp5	0.0698246177952006
Sub1	0.328161850310525
Rpl3	0.183763217589509
Jpt1	0.00340853424063391
Rps15a	0.0925322814310033
Ing4	0.148040256844408
Mccc2	0.070225775169406
Yipf3	0.071952197121857
Apex1	0.127182202764772
Tns2	0.057331992643194
Ubqln1	0.168572355559204
Tm9sf3	0.128327447062866
Msl3	0.119247655255305
Car14	0.180638716353794
Adhfe1	0.382287459016426
Ppp1r2	0.0661621713052127
Otub1	0.0965576828248694
Kctd9	0.163118579244697
Gnl2	0.0615168377528382
Matr3	0.0293383837830005
Akt1	0.01258661199272
Pank4	0.00996484833809156
Uchl3	0.0539264088316584
Trmt1	0.134855518999917
Nol3	0.0778587476766627
Tlk1	0.120907341749974
Colgalt1	0.137233138135186
Tbrg1	0.138356310356265
Rsu1	0.226434802693714
Abcf3	0.0890216189270232
Ankrd28	0.0676241526440943
Dnajb9	0.377763100952169
Gadd45b	0.533637142814196
Zadh2	0.132271755752033
Sap30l	0.215077380034986
R3hdm1	0.124189983515764
Rassf3	0.305834498078118
Lims2	0.0644458251313282
Tbc1d17	0.131183370366987
Pde6d	0.102708942661753
Atn1	0.196833955366176
Tspan13	0.0965355391544184
Wnk2	0.208350710554612
Pum2	0.136212301800925
Mcrip1	0.0182468813981052
Ubap2l	0.0270913705989856
Cul2	0.0344140202398741
Ppdpf	0.00267006047787753
Mlxip	0.0351271919722413
L2hgdh	0.116851915987802
Jagn1	0.144227614226378
Tomm40	0.0259028654515561
Ubr2	0.0725397183055912
Slc25a51	0.0691387346713895
Irak1	0.0994929741423418
Ctnna1	0.0232580240349047
Spsb3	0.0102716264795591
Ccl11	0.187923154399075
Usp7	0.127420761565802
Slc29a1	0.118255625606924
Acvr1b	0.318767850684696
Atg4d	0.0271474694555026
Pon3	0.0313828824741844
Sync	0.193898366236294
Prpf18	0.0224606079756431
Tmem222	0.117793088250131
Ddx6	0.0825182798612132
Myl12b	0.0126066831149634
Nisch	0.0745829698886755
Sec61a2	0.299250384311071
Ostc	0.0626342494833826
Commd4	0.0168887564313945
Pcmtd1	0.243533036933587
BC005624	0.242029390515906
Lamtor3	0.0115539801164087
Noc2l	0.105602198814744
Tceal9	0.150153614064055
Dpf2	0.194759879657787
Rab3a	0.0622551427564144
Pitrm1	0.0719813553426466
Slc25a28	0.216472970237619
Trappc5	0.0260544324767916
Usf2	0.0596187033004584
Ano10	0.0845840486894353
Ccser2	0.173791507407641
Spcs2	0.234593303372857
Sdhaf3	0.160622944400506
Mkln1	0.0205392437581155
Yif1a	0.253867541242668
Dmac2	0.161207728280117
Kpnb1	0.00261352495581447
Sec31a	0.00750055979105342
Heatr3	0.100082054344476
Slc49a4	0.111178559955605
Chmp2b	0.0857810899430833
Prxl2c	0.111109048355845
Eif4e3	0.0653113420295678
Tsg101	0.0887854301678072
Mrpl40	0.0544244295210643
Cyhr1	0.0229613316074749
Tm2d1	0.14793036342709
Rab5a	0.108971803515896
Pde4b	0.0660269873174504
Rab35	0.0597994273521671
Palmd	0.173563356303267
Msrb2	0.0226986151160458
Lamc1	0.0430198342450508
Lamp2	0.0844616942926514
Selenos	0.0934731644069623
Ccdc50	0.381465406189014
Ubxn4	0.0548370759052325
Sdf4	0.0379427318082449
Trafd1	0.283305381093345
Ndrg3	0.210395611497921
Pcyt2	0.0761992638776146
Mgat4b	0.189480735172134
Ppp2r2d	0.262538315550431
Bphl	0.195102436199413
Sephs2	0.262356564474474
Mipep	0.0248041778696946
Chmp6	0.0342718226401227
Dnpep	0.0482574823438037
Lrpap1	0.0470489229303657
Lgmn	0.474041492509197
Mdm2	0.014136061797698
Rxrb	0.0682764078927822
Pih1d1	0.0841365017955972
Ssna1	0.0558727647100438
Lman1	0.0400125506685278
Lrrc59	0.130679601241907
Mtmr3	0.0320103096727679
Rock2	0.1095790380726
H2-D1	0.0684979763374426
Ube2a	0.0640878981835761
Herc3	0.146135734420194
Ubac2	0.214038316960219
Utp11	0.00698601024566624
Mrpl22	0.112376682601747
Ncln	0.0653619789662267
Rnase4	0.150622253833128
Ppic	0.190446737238777
Cul5	0.0648248074020943
Gbe1	0.287943865893121
Nfe2l2	0.340544381409269
Cyb5r3	0.326869085155072
Sema4d	0.146330989018491
Tspan31	0.101338174109315
Sec11c	0.0150659869916568
Erp29	0.0278445724354731
Ggnbp2	0.107869862738721
Tox4	0.0729729173245463
Igfbp4	0.172712379946793
Tmem208	0.00179422829596787
Tmem140	0.332245686782468
Bcap29	0.216349074057048
Nid1	0.0165580818738261
Nsmaf	0.147687257939349
Mir133a-1	0.270750254416283
Uap1	0.0289877336922337
Gnb1	0.0922874942602239
Faf1	0.0745716056900154
Cdkn1b	0.204848810870255
Extl3	0.0203746590610857
Gabarapl2	0.0833636088993216
Ncstn	0.0228329832957203
Tomm40l	0.210667535566705
Ranbp9	0.104288226388779
Fbln2	0.237744607782175
Gpaa1	0.00139573160761098
Mrpl47	0.152004145986533
Sh3bp5	0.105133069443129
Bub3	0.0651742106973017
Hdgfl2	0.0330193927148442
E030003E18Rik	0.476732851852008
Ipo4	0.0868537693716369
Usp28	0.272500630098262
Rbm5	0.121990176630904
Esd	0.0698737861403971
0610010K14Rik	0.1901810257937
Ano6	0.0315832992218571
Smim8	0.186092113266046
Clptm1	0.00299956261824945
Srp9	0.122981967270041
Rps6kb2	0.0865387108365846
Slc25a42	0.305555886171981
Ptges2	0.0742734429746608
Supt4a	0.076799942626358
Myadm	0.0196883355826817
Dnajc30	0.146914259269323
Hprt	0.0427639577973503
Tagln	0.515642573469183
Mrps30	0.0359720663214725
Ssu72	0.145569295579428
0610009L18Rik	0.076786049042837
Akr7a5	0.0411856157294486
Eng	0.0275437978740558
Clpb	0.00494785141823941
Ccdc6	0.240707877064085
Mreg	0.0913207446305813
Hr	0.532990913889219
Vps29	0.0494330377670382
Nap1l1	0.239283463091936
Creb3	0.070573342689426
Msantd4	0.0194973588237643
Mapk3	0.00661300594045423
Cxcl12	0.0778666298588901
Ddx50	0.101444015637312
Sec61b	0.0789755313386109
Cfap298	0.0913369200818796
Dnajc11	0.026652793568494
Mrps10	0.17213759500003
Copz2	0.1460368744359
Nphp1	0.168012342762785
Wbp11	0.125586311783995
Alpk2	0.0395119850374139
Ncor2	0.126309056644818
Nckap1	0.0567790587191787
Eloa	0.0166722058264473
Rasa4	0.275638541573727
1190007I07Rik	0.0293589789632352
Ap2m1	0.0633502456307963
Git1	0.0424507119247492
Ptcd2	0.217004354523418
Rasgrp3	0.0161838989746026
Phf5a	0.147537094436732
Gbf1	0.00342936122809464
Suclg2	0.19733571764301
Sppl2a	0.0378502402400199
Gart	0.0576804381250038
Osgep	0.072673212071925
Ube2e3	0.168948178626748
Sdcbp	0.0916711176448445
Plekhb2	0.166399307774678
Orai1	0.0332990459992609
Uba3	0.0127853456008865
Oxr1	0.151177395337587
Exd2	0.23588557523781
Ppt2	0.127049231335462
Bcam	0.0993298444396479
Nudt2	0.00485073071250367
Syap1	0.188629618616121
Rere	0.19454552885454
Pithd1	0.15888647022857
Nxf1	0.0146963046292705
Arpc1a	0.0659768662190684
Fbxl3	0.168374287104392
Pdgfa	0.36199804965082
H6pd	0.329299880452155
